,location,total_sqft,bath,price,bhk
1517,Chandapura,1305.0,3.0,33.28,3
1518,Chandapura,1065.0,2.0,33.0,3
1519,Chandapura,850.0,1.0,18.5,2
1520,Chandapura,1201.0,2.0,27.0,2
1521,Chandapura,850.0,2.0,25.4,2
1522,Chandapura,590.0,1.0,13.57,1
1523,Chandapura,645.0,1.0,16.45,1
1524,Chandapura,630.0,1.0,13.86,1
1525,Chandapura,1185.0,2.0,30.22,3
1526,Chandapura,1015.0,2.0,25.88,2
1527,Chandapura,1107.0,2.0,43.0,3
1528,Chandapura,520.0,1.0,14.04,1
1529,Chandapura,1200.0,1.0,36.0,2
1530,Chandapura,975.0,2.0,24.86,2
1531,Chandapura,645.0,1.0,16.45,1
1532,Chandapura,985.0,2.0,25.12,2
1533,Chandapura,645.0,1.0,16.45,1
1534,Chandapura,975.0,2.0,24.86,2
1535,Chandapura,700.0,1.0,19.0,2
1536,Chandapura,1190.0,2.0,30.35,3
1537,Chandapura,1095.0,2.0,32.0,3
1538,Chandapura,1891.0,2.0,66.165,4
1539,Chandapura,1208.51,3.0,42.0,3
1540,Chandapura,876.0,2.0,29.5,2
1541,Chandapura,645.0,1.0,16.45,1
1542,Chandapura,1505.0,2.0,42.0,3
1543,Chandapura,1162.5,2.0,30.215,3
1544,Chandapura,645.0,1.0,16.45,1
1545,Chandapura,937.0,2.0,30.0,2
1546,Chandapura,1025.0,2.0,27.68,2
1547,Chandapura,975.0,2.0,24.86,2
1548,Chandapura,800.0,2.0,25.0,2
1549,Chandapura,645.0,1.0,16.45,1
1550,Chandapura,778.0,2.0,25.29,2
1551,Chandapura,1230.0,2.0,31.37,3
1552,Chandapura,950.0,2.0,25.65,2
1553,Chandapura,1200.0,2.0,36.0,2
1554,Chandapura,645.0,1.0,16.45,1
1555,Chandapura,922.0,2.0,36.0,2
1556,Chandapura,1110.0,2.0,29.97,3
1557,Chandapura,674.0,1.0,19.9,2
1558,Chandapura,1225.0,3.0,33.08,3
1559,Chandapura,1305.0,3.0,33.28,3
1560,Chandapura,1230.0,2.0,31.37,3
1561,Chandapura,1110.0,2.0,29.97,3
1562,Chandapura,985.0,2.0,25.12,2
1563,Chandapura,750.0,1.0,18.5,2
1564,Chandapura,1025.0,2.0,27.68,2
1565,Chandapura,1190.0,2.0,30.35,3
1566,Chandapura,1015.0,2.0,25.88,2
1567,Chandapura,1345.0,2.0,39.5,3
1568,Chandapura,1033.0,2.0,30.47,3
1569,Chandapura,971.0,2.0,38.0,3
1570,Chandapura,1015.0,2.0,25.88,2
1571,Chandapura,800.0,1.0,30.0,2
1572,Chandapura,1185.0,2.0,30.22,3
1573,Chandapura,900.0,2.0,35.0,2
1574,Chandapura,975.0,2.0,24.86,2
1575,Chandapura,520.0,1.0,14.04,1
1576,Chandapura,1230.0,2.0,31.37,3
1577,Chandapura,1305.0,3.0,33.28,3
1578,Chandapura,1323.0,2.0,42.0,3
1579,Chandapura,410.0,1.0,10.0,1
1580,Chandapura,985.0,2.0,25.12,2
1581,Chandapura,645.0,1.0,16.45,1
1582,Chandapura,645.0,1.0,16.45,1
1583,Chandapura,1200.0,2.0,36.0,2
1584,Chandapura,740.0,1.0,22.0,2
1585,Chandapura,876.0,2.0,28.47,2
1586,Chandapura,1095.0,2.0,28.0,3
1587,Chandapura,520.0,1.0,14.04,1
1588,Channasandra,1340.0,2.0,48.33,3
1589,Channasandra,1009.0,2.0,38.34,2
1590,Channasandra,1065.0,2.0,35.0,2
1591,Channasandra,1470.0,2.0,90.0,3
1592,Channasandra,1115.0,2.0,33.45,2
1593,Channasandra,1030.0,2.0,34.5,2
1594,Channasandra,4200.0,6.0,180.0,6
1595,Channasandra,1115.0,2.0,40.0,2
1596,Channasandra,1200.0,3.0,67.77,3
1597,Channasandra,1104.0,2.0,35.5,2
1598,Channasandra,1160.0,2.0,55.0,2
1599,Channasandra,1050.0,2.0,41.0,2
1600,Channasandra,1065.0,2.0,40.47,2
1601,Channasandra,1310.0,2.0,45.0,3
1602,Channasandra,1070.0,2.0,38.0,2
1603,Channasandra,1050.0,2.0,35.0,2
1604,Channasandra,1093.0,2.0,34.0,2
1605,Channasandra,808.0,2.0,40.0,2
1606,Channasandra,1010.0,2.0,36.0,2
1607,Channasandra,1123.0,2.0,36.0,2
1608,Channasandra,1000.0,2.0,35.0,2
1609,Channasandra,1500.0,4.0,89.45,4
1610,Channasandra,1330.0,2.0,51.83,3
1611,Channasandra,1093.0,2.0,37.0,2
1612,Channasandra,1115.0,2.0,35.8,2
1613,Channasandra,1500.0,3.0,61.95,3
1614,Channasandra,1800.0,3.0,60.0,3
1615,Channasandra,830.0,2.0,36.28,2
1616,Channasandra,1200.0,3.0,67.77,3
1617,Channasandra,1195.0,2.0,56.0,3
1618,Channasandra,1175.0,2.0,38.0,2
1619,Channasandra,1200.0,2.0,46.13,2
1620,Channasandra,1065.0,2.0,36.0,2
1621,Channasandra,1050.0,2.0,44.41,2
1622,Channasandra,1010.0,2.0,32.0,2
1623,Chikka Tirupathi,2600.0,5.0,120.0,4
1624,Chikka Tirupathi,2325.0,4.0,120.0,4
1625,Chikka Tirupathi,1808.0,4.0,80.27,3
1626,Chikka Tirupathi,3297.0,3.0,135.0,3
1627,Chikka Tirupathi,3500.0,5.0,150.0,4
1628,Chikka Tirupathi,2646.0,3.0,99.0,3
1629,Chikka Tirupathi,2704.0,5.0,105.0,4
1630,Chikka Tirupathi,2325.0,3.0,95.0,3
1631,Chikka Tirupathi,2325.0,4.0,120.0,4
1632,Chikka Tirupathi,3250.0,4.0,136.0,4
1633,Chikka Tirupathi,2665.0,5.0,125.0,4
1634,Chikkabanavar,950.0,2.0,40.0,2
1635,Chikkabanavar,1600.0,2.0,80.0,3
1636,Chikkabanavar,600.0,1.0,25.0,2
1637,Chikkabanavar,2460.0,7.0,80.0,4
1638,Chikkabanavar,2400.0,4.0,97.0,5
1639,Chikkabanavar,2000.0,4.0,65.0,5
1640,Chikkabanavar,1067.0,2.0,38.0,2
1641,Chikkabanavar,1320.0,2.0,46.0,3
1642,Chikkabanavar,4000.0,7.0,110.0,8
1643,Chikkalasandra,1290.0,2.0,56.12,3
1644,Chikkalasandra,1100.0,2.0,50.0,2
1645,Chikkalasandra,1208.0,2.0,49.0,2
1646,Chikkalasandra,875.0,2.0,52.8,2
1647,Chikkalasandra,1375.0,2.0,50.0,3
1648,Chikkalasandra,1800.0,1.0,128.0,2
1649,Chikkalasandra,1070.0,2.0,50.0,2
1650,Chikkalasandra,1230.0,2.0,48.0,2
1651,Chikkalasandra,1428.0,2.0,80.0,3
1652,Chikkalasandra,1070.0,2.0,42.8,2
1653,Chikkalasandra,1310.0,2.0,52.4,3
1654,Chikkalasandra,1270.0,2.0,55.25,3
1655,Chikkalasandra,1365.0,2.0,49.0,3
1656,Chikkalasandra,1075.0,2.0,46.76,2
1657,Chikkalasandra,1230.0,2.0,53.51,3
1658,Chikkalasandra,1290.0,2.0,56.12,3
1659,Chikkalasandra,1070.0,2.0,45.48,2
1660,Chikkalasandra,1100.0,2.0,50.0,2
1661,Chikkalasandra,1390.0,2.0,60.47,3
1662,Chikkalasandra,1265.0,2.0,53.12,3
1663,Chikkalasandra,1224.0,2.0,45.0,2
1664,Chikkalasandra,1090.0,2.0,47.42,2
1665,Chikkalasandra,1355.0,3.0,54.2,3
1666,Chikkalasandra,1350.0,2.0,54.2,3
1667,Chikkalasandra,1325.0,2.0,59.0,2
1668,Chikkalasandra,1290.0,2.0,72.0,2
1669,Chikkalasandra,1275.0,2.0,55.46,3
1670,Chikkalasandra,1425.0,1.0,54.0,3
1671,Choodasandra,1115.0,2.0,50.0,2
1672,Choodasandra,1300.0,2.0,57.0,2
1673,Choodasandra,1530.0,3.0,77.0,3
1674,Choodasandra,1220.0,3.0,56.0,3
1675,Choodasandra,1220.0,3.0,56.0,3
1676,Choodasandra,1197.0,2.0,63.0,2
1677,Choodasandra,1465.0,3.0,75.0,3
1678,Choodasandra,1115.0,2.0,50.0,2
1679,Choodasandra,1215.0,2.0,59.0,2
1680,Choodasandra,1254.0,2.0,65.0,3
1681,Choodasandra,1580.0,3.0,105.0,3
1682,Choodasandra,725.0,2.0,36.0,2
1683,Choodasandra,2429.0,3.0,210.0,4
1684,Choodasandra,1220.0,3.0,56.0,3
1685,Choodasandra,1075.0,2.0,45.0,2
1686,Choodasandra,1180.0,2.0,71.22,2
1687,Choodasandra,1140.0,2.0,62.0,2
1688,Choodasandra,1220.0,3.0,56.0,3
1689,Choodasandra,1560.0,3.0,78.0,3
1690,Choodasandra,1065.0,2.0,46.0,2
1691,Choodasandra,1115.0,2.0,50.0,2
1692,Choodasandra,1220.0,3.0,56.0,3
1693,Choodasandra,1115.0,2.0,50.0,2
1694,Cooke Town,3950.0,4.0,450.0,4
1695,Cooke Town,2388.0,4.0,239.0,3
1696,Cooke Town,1710.0,2.0,200.0,2
1697,Cooke Town,1310.0,2.0,111.0,2
1698,Cooke Town,3900.0,5.0,415.0,4
1699,Cooke Town,2560.0,4.0,310.0,3
1700,Cooke Town,2600.0,3.0,375.0,3
1701,Cooke Town,1100.0,2.0,90.0,2
1702,Cooke Town,2300.0,3.0,250.0,3
1703,Cox Town,1975.0,3.0,150.0,3
1704,Cox Town,1650.0,3.0,100.0,3
1705,Cox Town,1730.0,3.0,140.0,3
1706,Cox Town,1600.0,3.0,150.0,3
1707,Cox Town,1250.0,2.0,95.0,2
1708,Cox Town,1280.0,2.0,120.0,2
1709,Cox Town,1073.0,2.0,72.0,2
1710,Cox Town,1000.0,2.0,58.0,2
1711,Cox Town,1200.0,2.0,140.0,2
1712,Cunningham Road,5270.0,4.0,1250.0,4
1713,Cunningham Road,3875.0,3.0,864.0,3
1714,Cunningham Road,3875.0,3.0,800.0,3
1715,Cunningham Road,3815.0,3.0,763.0,3
1716,Cunningham Road,2880.0,3.0,501.0,3
1717,Cunningham Road,3489.0,3.0,662.0,3
1718,Cunningham Road,4170.0,3.0,800.0,3
1719,Cunningham Road,5108.0,5.0,995.0,4
1720,Cunningham Road,2700.0,3.0,501.0,3
1721,Cunningham Road,7500.0,6.0,1800.0,4
1722,Cunningham Road,2880.0,3.0,560.0,3
1723,Dasanapura,708.0,2.0,37.0,2
1724,Dasanapura,708.0,1.0,40.0,2
1725,Dasanapura,965.0,2.0,42.5,2
1726,Dasanapura,1286.0,3.0,61.44,3
1727,Dasanapura,814.0,2.0,42.0,2
1728,Dasanapura,1163.0,2.0,65.0,2
1729,Dasanapura,1286.0,2.0,68.0,3
1730,Dasanapura,708.0,2.0,31.15,2
1731,Dasanapura,708.0,1.0,41.0,1
1732,Dasanapura,814.0,2.0,43.7,2
1733,Dasarahalli,1295.0,2.0,65.0,2
1734,Dasarahalli,1520.0,2.0,75.0,3
1735,Dasarahalli,1150.0,2.0,70.0,2
1736,Dasarahalli,2100.0,3.0,120.0,3
1737,Dasarahalli,1220.0,2.0,52.0,2
1738,Dasarahalli,1375.0,2.0,60.0,2
1739,Dasarahalli,1333.0,2.0,78.56,2
1740,Dasarahalli,1220.0,2.0,62.0,2
1741,Devanahalli,3210.0,2.0,192.0,4
1742,Devanahalli,1260.0,2.0,66.78,2
1743,Devanahalli,1282.0,2.0,68.52,3
1744,Devanahalli,1360.0,2.0,65.0,2
1745,Devanahalli,1630.0,2.0,74.82,3
1746,Devanahalli,1408.0,2.0,85.0,2
1747,Devanahalli,1010.0,2.0,51.0,2
1748,Devanahalli,1080.0,2.0,53.35,2
1749,Devanahalli,2400.0,5.0,100.0,5
1750,Devanahalli,1080.0,2.0,44.0,2
1751,Devanahalli,1282.0,2.0,52.43,3
1752,Devanahalli,1174.0,2.0,59.0,2
1753,Devanahalli,3752.5,2.0,177.115,2
1754,Devanahalli,658.0,1.0,34.0,1
1755,Devanahalli,658.0,1.0,26.91,1
1756,Devanahalli,698.5,1.0,28.57,1
1757,Devanahalli,1080.0,2.0,52.0,2
1758,Devanahalli,1700.0,3.0,88.2,3
1759,Devanahalli,1498.0,3.0,79.15,3
1760,Devanahalli,1466.0,3.0,77.59,3
1761,Devanahalli,775.0,1.0,39.0,1
1762,Devanahalli,1020.0,2.0,49.87,1
1763,Devanahalli,1045.0,2.0,48.0,2
1764,Devanahalli,1550.0,3.0,85.0,3
1765,Devanahalli,1200.0,2.0,55.08,3
1766,Devanahalli,1340.0,2.0,65.0,2
1767,Devanahalli,2125.0,3.0,107.0,3
1768,Devanahalli,1230.0,2.0,56.45,2
1769,Devanahalli,1360.0,2.0,62.425,2
1770,Devanahalli,658.0,1.0,26.91,1
1771,Devanahalli,1290.0,2.0,62.0,3
1772,Devanahalli,1010.0,2.0,58.0,2
1773,Devanahalli,1466.0,3.0,59.96,3
1774,Devanahalli,1520.0,2.0,69.76,3
1775,Devanahalli,1075.0,2.0,52.57,1
1776,Devarachikkanahalli,1250.0,2.0,44.0,3
1777,Devarachikkanahalli,1250.0,2.0,40.0,2
1778,Devarachikkanahalli,1200.0,2.0,83.0,2
1779,Devarachikkanahalli,1170.0,2.0,40.0,2
1780,Devarachikkanahalli,615.0,1.0,24.0,1
1781,Devarachikkanahalli,1230.0,2.0,58.0,2
1782,Devarachikkanahalli,1425.0,2.0,65.0,3
1783,Devarachikkanahalli,947.0,2.0,43.0,2
1784,Devarachikkanahalli,1130.0,2.0,36.0,2
1785,Devarachikkanahalli,1417.0,2.0,76.0,3
1786,Devarachikkanahalli,1230.0,2.0,58.0,2
1787,Devarachikkanahalli,1705.0,3.0,75.0,3
1788,Devarachikkanahalli,1116.0,2.0,47.0,2
1789,Devarachikkanahalli,991.0,2.0,40.0,2
1790,Devarachikkanahalli,1700.0,3.0,71.0,3
1791,Dodda Nekkundi,1260.0,2.0,55.0,2
1792,Dodda Nekkundi,850.0,2.0,28.0,2
1793,Dodda Nekkundi,1390.0,2.0,60.0,2
1794,Dodda Nekkundi,1804.0,3.0,121.0,3
1795,Dodda Nekkundi,1080.0,2.0,50.0,2
1796,Dodda Nekkundi,1999.0,3.0,132.0,3
1797,Dodda Nekkundi,1100.0,2.0,48.0,2
1798,Dodda Nekkundi,1999.0,3.0,135.0,3
1799,Dodda Nekkundi,1100.0,2.0,41.15,2
1800,Dodda Nekkundi,1252.0,2.0,71.0,3
1801,Dodda Nekkundi,1155.0,2.0,46.0,2
1802,Dodda Nekkundi,1128.0,2.0,45.0,2
1803,Dodda Nekkundi,1148.0,2.0,56.0,2
1804,Dodda Nekkundi,1435.0,3.0,57.2,3
1805,Dodda Nekkundi,1145.0,2.0,46.5,2
1806,Dodda Nekkundi,1829.0,3.0,125.0,3
1807,Dodda Nekkundi,1100.0,2.0,41.16,2
1808,Dodda Nekkundi,1100.0,2.0,46.75,2
1809,Dodda Nekkundi,1315.0,2.0,50.0,2
1810,Dodda Nekkundi,1135.0,2.0,58.0,2
1811,Dodda Nekkundi,1100.0,2.0,41.18,2
1812,Dodda Nekkundi,1370.0,2.0,60.0,2
1813,Dodda Nekkundi,1200.0,2.0,71.0,2
1814,Dodda Nekkundi,1585.0,2.0,79.0,3
1815,Dodda Nekkundi,1005.0,2.0,45.0,2
1816,Dodda Nekkundi,1264.0,2.0,52.0,2
1817,Doddaballapur,1690.0,3.0,80.0,4
1818,Doddaballapur,4200.0,4.0,325.0,4
1819,Doddaballapur,3876.0,3.0,300.0,3
1820,Doddaballapur,2776.0,4.0,195.0,3
1821,Doddaballapur,2440.0,3.0,142.0,3
1822,Doddaballapur,2400.0,3.0,200.0,4
1823,Doddaballapur,654.0,1.0,49.0,1
1824,Doddaballapur,3206.0,5.0,270.0,4
1825,Doddakallasandra,1010.0,2.0,40.39,2
1826,Doddakallasandra,1360.0,2.0,54.39,3
1827,Doddakallasandra,1460.0,2.0,58.39,3
1828,Doddakallasandra,1360.0,2.0,54.4,3
1829,Doddakallasandra,1425.0,2.0,56.99,3
1830,Doddakallasandra,1010.0,2.0,40.39,2
1831,Doddakallasandra,1072.0,2.0,42.87,2
1832,Doddakallasandra,1010.0,2.0,40.4,2
1833,Doddakallasandra,1010.0,2.0,41.0,2
1834,Doddakallasandra,1072.0,2.0,42.87,2
1835,Doddathoguru,970.0,2.0,33.0,2
1836,Doddathoguru,1050.0,2.0,32.0,2
1837,Doddathoguru,850.0,2.0,25.0,2
1838,Doddathoguru,1030.0,2.0,42.0,2
1839,Doddathoguru,1549.0,3.0,65.0,3
1840,Doddathoguru,1875.0,3.0,55.0,3
1841,Doddathoguru,550.0,1.0,17.0,1
1842,Doddathoguru,1015.0,2.0,33.5,2
1843,Doddathoguru,1104.0,2.0,39.0,2
1844,Doddathoguru,915.0,2.0,32.0,2
1845,Doddathoguru,750.0,1.0,25.5,1
1846,Doddathoguru,1595.0,3.0,62.0,3
1847,Doddathoguru,855.0,2.0,32.0,2
1848,Doddathoguru,1105.0,2.0,50.0,2
1849,Doddathoguru,925.0,2.0,30.0,2
1850,Doddathoguru,1300.0,2.0,42.0,3
1851,Doddathoguru,1208.0,3.0,45.0,3
1852,Doddathoguru,1100.0,2.0,50.0,2
1853,Doddathoguru,940.0,2.0,32.9,2
1854,Doddathoguru,1382.0,3.0,65.0,3
1855,Doddathoguru,1107.0,2.0,44.0,2
1856,Doddathoguru,907.0,2.0,40.0,2
1857,Doddathoguru,1783.0,3.0,85.0,3
1858,Doddathoguru,550.0,1.0,17.0,1
1859,Domlur,1540.0,3.0,90.0,3
1860,Domlur,1875.0,2.0,150.0,3
1861,Domlur,1429.0,3.0,86.0,3
1862,Domlur,640.0,1.0,55.0,1
1863,Domlur,1050.0,2.0,85.0,2
1864,Domlur,1800.0,3.0,150.0,3
1865,Domlur,1720.0,3.0,135.0,3
1866,Domlur,1950.0,3.0,165.0,3
1867,Domlur,2180.0,3.0,285.0,3
1868,Domlur,650.0,1.0,70.0,1
1869,Domlur,780.0,1.0,70.0,1
1870,Domlur,2180.0,3.0,285.0,3
1871,Domlur,1740.0,3.0,120.0,3
1872,Domlur,1695.0,3.0,125.0,3
1873,Domlur,1246.0,2.0,95.0,2
1874,Domlur,2100.0,3.0,145.0,3
1875,Domlur,1276.0,2.0,80.0,2
1876,Domlur,1850.0,3.0,180.0,3
1877,Domlur,2955.0,3.0,235.0,3
1878,Domlur,1650.0,3.0,180.0,3
1879,Dommasandra,805.0,2.0,22.14,2
1880,Dommasandra,1033.0,2.0,25.53,3
1881,Dommasandra,1267.0,3.0,56.0,3
1882,Dommasandra,1200.0,2.0,50.0,2
1883,Dommasandra,2700.0,3.0,68.0,4
1884,Dommasandra,1033.0,2.0,31.5,3
1885,Dommasandra,1153.0,2.0,43.5,2
1886,Dommasandra,1500.0,2.0,40.0,2
1887,Dommasandra,1090.0,2.0,43.5,2
1888,Dommasandra,850.0,2.0,25.4,2
1889,Dommasandra,674.0,1.0,19.9,2
1890,Dommasandra,999.0,2.0,32.9,2
1891,EPIP Zone,1499.0,5.0,102.0,3
1892,EPIP Zone,1285.0,2.0,82.0,2
1893,EPIP Zone,2330.0,3.0,162.0,3
1894,EPIP Zone,1330.0,2.0,92.5,2
1895,EPIP Zone,1330.0,2.0,86.98,2
1896,EPIP Zone,1330.0,2.0,93.36,2
1897,EPIP Zone,3035.0,5.0,200.0,4
1898,EPIP Zone,1500.0,3.0,102.0,3
1899,EPIP Zone,1280.0,2.0,69.0,2
1900,EPIP Zone,1125.0,2.0,65.0,2
1901,EPIP Zone,1734.0,3.0,125.0,3
1902,EPIP Zone,3360.0,5.0,225.0,4
1903,EPIP Zone,1343.0,2.0,86.0,2
1904,EPIP Zone,2350.0,4.0,163.0,3
1905,EPIP Zone,1860.0,3.0,130.0,3
1906,EPIP Zone,2210.0,3.0,165.0,3
1907,EPIP Zone,2710.0,3.0,177.0,3
1908,EPIP Zone,3360.0,5.0,221.0,4
1909,Electronic City,660.0,1.0,23.1,2
1910,Electronic City,1025.0,2.0,47.0,3
1911,Electronic City,1000.0,2.0,28.88,2
1912,Electronic City,1530.0,2.0,45.9,3
1913,Electronic City,1500.0,2.0,64.5,3
1914,Electronic City,1060.0,2.0,60.0,2
1915,Electronic City,1152.0,2.0,64.5,2
1916,Electronic City,1350.0,2.0,56.0,3
1917,Electronic City,770.0,1.0,36.0,2
1918,Electronic City,1070.0,2.0,52.0,2
1919,Electronic City,1025.0,2.0,46.0,2
1920,Electronic City,589.0,1.0,27.0,1
1921,Electronic City,1100.0,2.0,42.0,2
1922,Electronic City,910.0,2.0,40.0,2
1923,Electronic City,1108.0,2.0,63.0,2
1924,Electronic City,1128.0,2.0,65.0,2
1925,Electronic City,1800.0,3.0,95.0,3
1926,Electronic City,630.0,1.0,34.65,1
1927,Electronic City,1128.0,2.0,63.0,2
1928,Electronic City,1599.0,3.0,99.0,3
1929,Electronic City,1125.0,2.0,32.49,2
1930,Electronic City,1094.0,2.0,42.0,2
1931,Electronic City,1070.0,2.0,55.0,2
1932,Electronic City,940.0,2.0,41.0,2
1933,Electronic City,1320.0,2.0,38.13,3
1934,Electronic City,1128.0,2.0,68.75,2
1935,Electronic City,1342.0,2.0,73.3,2
1936,Electronic City,1360.0,2.0,71.0,3
1937,Electronic City,880.0,2.0,29.0,2
1938,Electronic City,1265.0,2.0,56.93,2
1939,Electronic City,1691.0,2.0,102.0,3
1940,Electronic City,1128.0,2.0,65.49,2
1941,Electronic City,1620.0,3.0,62.0,3
1942,Electronic City,710.0,2.0,16.0,2
1943,Electronic City,1070.0,2.0,56.1,2
1944,Electronic City,2000.0,4.0,120.0,4
1945,Electronic City,890.0,2.0,45.0,2
1946,Electronic City,1128.0,2.0,65.65,2
1947,Electronic City,865.0,2.0,42.0,2
1948,Electronic City,1130.0,2.0,32.64,2
1949,Electronic City,910.0,2.0,42.0,2
1950,Electronic City,975.0,2.0,37.5,2
1951,Electronic City,1360.0,2.0,75.0,3
1952,Electronic City,770.0,1.0,40.0,2
1953,Electronic City,1128.0,2.0,64.0,2
1954,Electronic City,1070.0,2.0,54.0,2
1955,Electronic City,1025.0,2.0,29.6,2
1956,Electronic City,1571.0,3.0,89.0,3
1957,Electronic City,1111.0,3.0,50.0,3
1958,Electronic City,870.0,2.0,39.5,2
1959,Electronic City,921.0,2.0,34.0,2
1960,Electronic City,1374.0,2.0,72.0,3
1961,Electronic City,1100.0,2.0,45.0,2
1962,Electronic City,1128.0,2.0,65.35,2
1963,Electronic City,1128.0,2.0,65.0,2
1964,Electronic City,755.0,1.0,34.0,2
1965,Electronic City,1220.0,2.0,35.24,3
1966,Electronic City,4000.0,5.0,150.0,4
1967,Electronic City,1100.0,2.0,40.0,2
1968,Electronic City,1563.0,3.0,91.84,3
1969,Electronic City,1652.0,3.0,70.0,3
1970,Electronic City,1000.0,2.0,22.0,2
1971,Electronic City,1025.0,2.0,54.5,2
1972,Electronic City,1070.0,2.0,46.0,2
1973,Electronic City,1350.0,3.0,58.0,3
1974,Electronic City,1000.0,2.0,25.0,2
1975,Electronic City,1020.0,2.0,29.46,2
1976,Electronic City,1700.0,3.0,75.0,3
1977,Electronic City,1400.0,2.0,48.0,3
1978,Electronic City,1128.0,2.0,68.0,2
1979,Electronic City,700.0,1.0,35.0,1
1980,Electronic City,1360.0,2.0,70.5,3
1981,Electronic City,1150.0,2.0,38.0,2
1982,Electronic City,1571.0,3.0,105.0,3
1983,Electronic City,1090.0,2.0,31.49,2
1984,Electronic City,1089.0,2.0,45.0,2
1985,Electronic City,1110.0,2.0,40.0,2
1986,Electronic City,1600.0,3.0,104.0,3
1987,Electronic City,1130.0,2.0,32.63,2
1988,Electronic City,1500.0,2.0,100.0,3
1989,Electronic City,1440.0,2.0,55.0,3
1990,Electronic City,1156.0,2.0,44.0,3
1991,Electronic City,1400.0,2.0,40.44,3
1992,Electronic City,1152.0,2.0,65.0,2
1993,Electronic City,1070.0,2.0,60.0,2
1994,Electronic City,1128.0,2.0,65.5,2
1995,Electronic City,1200.0,2.0,59.0,2
1996,Electronic City,1152.0,2.0,65.75,2
1997,Electronic City,1225.0,3.0,45.03,3
1998,Electronic City,1070.0,2.0,55.0,2
1999,Electronic City,1060.0,2.0,58.0,2
2000,Electronic City,1025.0,2.0,54.1,2
2001,Electronic City,1105.0,2.0,35.0,3
2002,Electronic City,660.0,1.0,18.0,2
2003,Electronic City,660.0,1.0,15.0,2
2004,Electronic City,1000.0,2.0,41.0,2
2005,Electronic City,1500.0,2.0,78.0,3
2006,Electronic City,1213.0,2.0,59.32,2
2007,Electronic City,1575.0,3.0,90.0,3
2008,Electronic City,435.0,1.0,19.5,1
2009,Electronic City,1449.0,3.0,100.0,3
2010,Electronic City,1310.0,2.0,37.83,3
2011,Electronic City,1125.0,2.0,58.0,2
2012,Electronic City,1090.0,2.0,35.03,2
2013,Electronic City,1575.0,3.0,101.0,3
2014,Electronic City,660.0,1.0,16.0,2
2015,Electronic City,550.0,1.0,12.0,1
2016,Electronic City,919.0,2.0,40.0,2
2017,Electronic City,1500.0,2.0,78.25,3
2018,Electronic City,1363.0,2.0,79.0,2
2019,Electronic City,1156.0,2.0,42.0,2
2020,Electronic City,1020.0,2.0,29.46,2
2021,Electronic City,1108.0,2.0,67.15,2
2022,Electronic City,1160.0,2.0,33.5,2
2023,Electronic City,1128.0,2.0,65.7,2
2024,Electronic City,1170.0,2.0,33.0,2
2025,Electronic City,1060.0,2.0,51.0,2
2026,Electronic City,1410.0,2.0,38.0,3
2027,Electronic City,1650.0,3.0,100.0,3
2028,Electronic City,1020.0,2.0,29.45,2
2029,Electronic City,1025.0,2.0,49.0,2
2030,Electronic City,1000.0,2.0,29.7,2
2031,Electronic City,1449.0,3.0,90.0,3
2032,Electronic City,1065.0,2.0,30.75,2
2033,Electronic City,1070.0,2.0,58.0,2
2034,Electronic City,1210.0,2.0,54.0,2
2035,Electronic City,1500.0,2.0,75.0,3
2036,Electronic City,1033.0,2.0,28.41,3
2037,Electronic City,1070.0,2.0,52.0,2
2038,Electronic City,2435.0,4.0,119.0,4
2039,Electronic City,660.0,1.0,15.5,2
2040,Electronic City,1125.0,2.0,32.5,2
2041,Electronic City,1165.0,2.0,33.64,2
2042,Electronic City,919.0,2.0,34.0,2
2043,Electronic City,1073.0,2.0,60.0,2
2044,Electronic City,1500.0,2.0,78.0,3
2045,Electronic City,1070.0,2.0,47.0,2
2046,Electronic City,1296.0,2.0,65.0,2
2047,Electronic City,1140.0,2.0,70.93,2
2048,Electronic City,1200.0,2.0,34.65,2
2049,Electronic City,1096.0,2.0,40.55,2
2050,Electronic City,1017.0,2.0,27.0,2
2051,Electronic City,1130.0,2.0,32.63,2
2052,Electronic City,1110.0,2.0,39.95,2
2053,Electronic City,2093.0,4.0,104.0,4
2054,Electronic City,1025.0,2.0,53.9,2
2055,Electronic City,940.0,2.0,54.0,2
2056,Electronic City,435.0,1.0,21.0,1
2057,Electronic City,1500.0,2.0,77.5,3
2058,Electronic City,1631.0,3.0,80.0,3
2059,Electronic City,1355.0,2.0,67.0,2
2060,Electronic City,1200.0,2.0,34.0,2
2061,Electronic City,1175.0,2.0,47.0,2
2062,Electronic City,435.0,1.0,22.0,1
2063,Electronic City,1500.0,2.0,63.0,3
2064,Electronic City,1039.0,2.0,50.0,2
2065,Electronic City,770.0,1.0,39.9,2
2066,Electronic City,919.0,2.0,35.0,2
2067,Electronic City,1128.0,2.0,64.0,2
2068,Electronic City,605.0,1.0,13.31,1
2069,Electronic City,1159.0,2.0,38.0,3
2070,Electronic City,530.0,1.0,13.5,1
2071,Electronic City,1070.0,2.0,53.0,2
2072,Electronic City,1025.0,1.0,26.63,2
2073,Electronic City,2400.0,2.0,78.0,3
2074,Electronic City,1571.0,3.0,83.0,3
2075,Electronic City,1470.0,2.0,44.1,3
2076,Electronic City,1350.0,3.0,66.0,3
2077,Electronic City,1652.0,3.0,110.0,3
